zip,state,lat,lon
20311,DC,39.1262,-77.1321
20313,VA,36.8761,-76.278
20323,DC,38.8455,-76.8911
20335,DC,39.0638,-76.9518
20344,VA,37.0918,-80.0893
20347,DC,39.0717,-76.9175
20359,DC,38.9999,-77.0237
20371,DC,38.9802,-77.0752
20374,VA,37.2097,-79.0959
20383,DC,38.8381,-77.1056
20395,DC,38.7473,-77.1798
20404,VA,38.1949,-78.2608
20407,DC,39.131,-77.0438
20419,DC,38.7705,-77.2181
20431,DC,38.6958,-76.8647
20435,VA,38.1714,-77.6714
20443,DC,38.7078,-76.9015
20455,DC,39.0748,-76.8451
20465,VA,38.5621,-78.9632
20467,DC,38.6761,-77.1185
20479,DC,39.0404,-77.2214
20491,DC,38.8456,-77.2058
20495,VA,39.2965,-78.2908
20503,DC,39.0729,-76.9014
20515,DC,39.0617,-77.2041
20526,VA,36.4242,-79.5205
20527,DC,38.876,-77.0815
20539,DC,38.9954,-77.1681
20551,DC,38.8793,-77.1444
20556,VA,37.1223,-80.4398
20563,DC,39.0315,-77.0624
20575,DC,38.9242,-77.1322
20587,DC,39.0615,-77.0524
20587,VA,37.6085,-77.5501
20601,MD,38.7513,-76.6601
20617,VA,36.9935,-76.188
20621,MD,39.1106,-76.5038
20641,MD,39.5251,-77.607
20647,VA,37.0871,-76.3368
20661,MD,39.1394,-77.309
20678,VA,36.6021,-76.3168
20681,MD,39.3585,-77.255
20701,MD,38.9853,-76.6384
20708,VA,38.8842,-76.9735
20721,MD,39.7502,-77.9161
20738,VA,37.2173,-76.3132
20741,MD,38.9379,-76.7237
20762,MD,38.5294,-75.555
20769,VA,38.9516,-77.287
20782,MD,39.7889,-78.7872
20799,VA,36.9706,-76.1682
20802,MD,39.1785,-76.6202
20822,MD,38.5916,-76.0769
20830,VA,37.4004,-79.7306
20842,MD,38.3517,-75.3106
20860,VA,37.4614,-79.3158
20862,MD,38.7809,-75.9094
20882,MD,38.9699,-76.488
20890,VA,38.1426,-78.5981
20903,MD,39.501,-76.7736
20921,VA,38.285,-77.4837
20923,MD,39.4536,-77.2953
20943,MD,38.8982,-77.2091
20951,VA,38.3872,-78.8159
20963,MD,39.1937,-77.0101
20982,VA,38.9717,-78.345
20983,MD,39.0089,-76.8368
21003,MD,39.8816,-77.512
21012,VA,36.5706,-79.5676
21023,MD,39.1119,-77.0502
21042,VA,37.0744,-80.6575
21044,MD,38.5925,-75.3642
21064,MD,39.6292,-78.9458
21073,VA,37.541,-77.3233
21084,MD,39.0557,-76.7483
21103,VA,36.8486,-75.7652
21104,MD,38.8985,-76.1768
21124,MD,38.4372,-74.9045
21133,VA,37.0709,-76.0507
21144,MD,38.6691,-75.861
21164,MD,39.0447,-76.6418
21164,VA,36.7048,-76.2927
21184,MD,39.3525,-76.7169
21194,VA,38.9521,-77.0468
21205,MD,39.3369,-77.3243
21225,MD,39.3247,-77.0778
21225,VA,37.0415,-76.7036
21245,MD,39.3726,-77.1995
21255,VA,39.0156,-77.1045
21265,MD,39.104,-76.8679
21285,MD,39.4495,-77.7939
21285,VA,37.0627,-76.4981
21305,MD,38.9709,-76.9017
21316,VA,37.2391,-80.0638
21325,MD,38.4443,-75.6407
21346,MD,39.7767,-78.5918
21346,VA,37.6203,-79.0311
21366,MD,38.9923,-76.6746
21376,VA,38.0341,-78.4824
21386,MD,38.9285,-76.0649
21406,MD,38.0991,-75.2622
21407,VA,38.3974,-77.3623
21426,MD,38.6483,-76.2288
21437,VA,38.5251,-78.6556
21446,MD,39.1035,-76.6617
21466,MD,39.1837,-76.7369
21468,VA,39.3035,-78.2921
21487,MD,39.584,-77.3152
21498,VA,36.3533,-79.2384
21507,MD,38.9816,-77.026
21527,MD,38.9096,-77.0444
21528,VA,37.2951,-80.3257
21547,MD,38.808,-76.5951
21559,VA,37.6394,-77.3633
21567,MD,39.7615,-77.5376
21587,MD,39.1019,-76.9064
21589,VA,36.7336,-76.0003
21607,MD,38.2295,-75.4572
21620,VA,36.9413,-76.4088
21627,MD,39.8022,-78.8687
21648,MD,39.1815,-76.6351
21650,VA,36.8193,-76.0616
21668,MD,38.7181,-75.8479
21680,VA,39.0524,-77.3348
21688,MD,38.5744,-75.1786
21708,MD,38.5893,-76.3223
21711,VA,37.2226,-76.4008
21728,MD,38.8541,-76.4319
21741,VA,39.0132,-77.0981
21748,MD,39.4309,-76.4271
21768,MD,39.5793,-77.2048
21771,VA,37.073,-76.1447
21789,MD,39.1863,-77.079
21802,VA,37.2803,-80.097
21809,MD,39.271,-77.1781
21829,MD,39.0585,-76.641
21832,VA,37.3753,-78.9773
21849,MD,39.8739,-77.8229
21863,VA,37.9057,-78.5756
21869,MD,38.8194,-76.8457
21889,MD,38.2042,-75.7625
21893,VA,38.537,-77.3813
21909,MD,39.6597,-78.8239
21923,VA,38.391,-78.9649
21954,VA,39.1415,-77.9751
21984,VA,36.6998,-79.6006
22014,VA,37.2977,-80.2756
22045,VA,37.4629,-77.6146
22075,VA,36.9773,-75.763
22106,VA,36.7998,-76.3818
22136,VA,37.0117,-76.1293
22166,VA,38.6324,-77.3061
22197,VA,37.1853,-76.4605
22227,VA,38.8821,-76.9304
22257,VA,36.8652,-76.4079
22288,VA,37.373,-80.0924
22318,VA,37.2548,-78.918
22349,VA,38.0046,-78.3195
22379,VA,38.146,-77.681
22409,VA,38.291,-78.7393
22440,VA,39.0654,-77.9622
22470,VA,36.5404,-79.3316
22501,VA,37.2918,-80.2297
22531,VA,37.3738,-77.5394
22561,VA,36.7918,-76.0896
22592,VA,36.7719,-76.2431
22622,VA,36.7571,-76.2011
22652,VA,38.682,-77.3105
22683,VA,37.213,-76.7194
22713,VA,38.846,-76.8031
22744,VA,36.8283,-76.334
22774,VA,37.0246,-79.8899
22804,VA,37.6572,-79.0115
22835,VA,38.2454,-78.4901
22865,VA,38.2217,-77.4958
22895,VA,38.385,-78.6738
22926,VA,39.4354,-78.0049
22956,VA,36.8065,-79.3125
22987,VA,37.1688,-80.6353
23017,VA,37.4687,-77.5209
23047,VA,36.653,-75.9995
23078,VA,36.95,-76.1733
23108,VA,36.9622,-76.4681
23139,VA,38.9326,-76.9065
23169,VA,36.9768,-76.3734
23199,VA,38.9623,-77.1127
23230,VA,37.0891,-76.2658
23260,VA,37.2586,-79.9848
23290,VA,37.2578,-78.8991
23321,VA,38.2581,-78.3204
23351,VA,38.0615,-77.5304
23382,VA,38.2225,-78.7151
23412,VA,39.0985,-78.1911
23442,VA,36.6394,-79.4449
23473,VA,37.2859,-80.6232
23503,VA,37.5047,-77.2203
23533,VA,37.0683,-75.7346
23564,VA,37.0294,-76.0833
23594,VA,36.8853,-76.3906
23625,VA,38.7291,-77.2694
23655,VA,37.0971,-76.4371
23685,VA,38.9832,-77.0446
23716,VA,36.8438,-76.1968
23746,VA,37.1717,-79.8549
23776,VA,37.4382,-78.9548
23807,VA,37.8633,-78.5036
23837,VA,38.111,-77.3792
23868,VA,38.3201,-79.0131
23898,VA,39.3123,-78.0834
23928,VA,36.3807,-79.4276
23959,VA,37.3375,-80.5838
23989,VA,37.7552,-77.2347
24020,VA,36.9861,-76.1178
24050,VA,36.7296,-76.2977
24080,VA,36.967,-76.476
24111,VA,38.6995,-77.0737
24141,VA,37.1998,-76.6778
24171,VA,38.9007,-76.8609
24202,VA,37.2458,-76.212
24232,VA,37.3213,-79.8694
24263,VA,37.3523,-79.0335
24293,VA,38.1473,-78.5359
24323,VA,38.3743,-77.4296
24354,VA,38.6277,-78.7147
24384,VA,39.0475,-78.3555
24414,VA,36.3798,-79.6004
24445,VA,37.3499,-80.1953
24475,VA,37.663,-77.6279
24506,VA,36.7868,-75.8013
24536,VA,37.0778,-76.2474
24566,VA,36.519,-76.5066
24597,VA,38.8994,-76.9174
24627,VA,37.327,-76.5632
24701,WV,38.1618,-81.5061
24721,WV,38.652,-82.2464
24741,WV,39.4698,-79.9063
24761,WV,39.1067,-81.5341
24781,WV,40.2143,-80.9094
24801,WV,40.2334,-80.7364
24821,WV,39.2869,-77.9327
24841,WV,37.9539,-81.4207
24861,WV,39.5206,-80.3414
24881,WV,39.4169,-80.1204
24901,WV,37.2313,-80.9997
24921,WV,37.5518,-80.5453
24941,WV,39.149,-79.8371
24961,WV,37.5076,-81.0228
24981,WV,38.3223,-81.5941
25001,WV,38.5168,-82.4339
25021,WV,39.8725,-80.0298
25041,WV,39.2858,-81.7066
25061,WV,39.8635,-80.561
25081,WV,40.2876,-80.7455
25101,WV,39.3562,-77.7976
25121,WV,38.0069,-81.1371
25142,WV,39.1386,-80.415
25162,WV,39.2993,-80.0814
25182,WV,37.057,-81.3448
25202,WV,37.7427,-80.2438
25222,WV,38.8759,-80.0552
25242,WV,37.2433,-81.1397
25262,WV,38.4471,-81.6146
25282,WV,38.2045,-82.3289
25302,WV,39.8772,-79.8575
25322,WV,39.113,-81.6254
25342,WV,40.1427,-80.5606
25362,WV,40.4715,-80.6297
25382,WV,39.283,-77.7177
25402,WV,37.745,-81.4252
25422,WV,39.3324,-80.5557
25442,WV,39.2974,-80.3376
25462,WV,37.294,-81.4393
25482,WV,37.8719,-80.5142
25502,WV,38.8427,-79.9602
25522,WV,37.5506,-81.2395
25542,WV,38.1047,-81.694
25562,WV,38.6536,-82.5059
25583,WV,39.432,-79.7431
25603,WV,39.1046,-81.4473
25623,WV,39.9673,-80.5602
25643,WV,40.4138,-80.575
25663,WV,39.5565,-77.7812
25683,WV,37.804,-81.1345
25703,WV,39.4789,-80.5091
25723,WV,39.7084,-80.1978
25743,WV,37.1924,-81.1017
25763,WV,38.0358,-80.4298
25783,WV,38.9732,-79.672
25803,WV,37.3546,-81.2886
25823,WV,38.1045,-81.6258
25843,WV,38.2469,-82.632
25863,WV,39.5689,-79.8382
25883,WV,39.0431,-81.4488
25903,WV,40.3012,-80.6171
25923,WV,40.2936,-80.5351
25943,WV,39.5597,-78.1223
25963,WV,38.0213,-81.039
25983,WV,39.2817,-80.4566
26003,WV,39.449,-79.9218
26024,WV,37.4605,-81.0653
26044,WV,37.7044,-80.2666
26064,WV,39.1496,-79.8935
26084,WV,37.2726,-81.3073
26104,WV,38.1395,-81.5176
26124,WV,38.6416,-82.6126
26144,WV,39.4082,-79.8342
26164,WV,39.2938,-81.5651
26184,WV,40.2512,-80.4898
26204,WV,40.381,-80.5852
26224,WV,39.5717,-77.9741
26244,WV,37.7857,-80.9392
26264,WV,39.4746,-80.2456
26284,WV,39.4378,-80.0845
26304,WV,37.4752,-81.0993
26324,WV,37.9089,-80.3443
26344,WV,39.0507,-79.9747
26364,WV,37.4857,-80.877
26384,WV,38.5115,-81.4424
26404,WV,38.4333,-82.3906
26424,WV,39.6832,-79.7236
26444,WV,39.354,-81.3705
26465,WV,40.0758,-80.8584
26485,WV,40.2066,-80.4198
26505,WV,39.4631,-77.7377
26525,WV,37.7396,-81.2487
26545,WV,39.2172,-80.5379
26565,WV,39.6921,-80.2677
26585,WV,37.2894,-81.0891
26605,WV,37.6107,-80.546
26625,WV,38.8227,-79.9903
26645,WV,37.4852,-81.068
26665,WV,38.2085,-81.7302
26685,WV,38.6358,-82.3737
26705,WV,39.7924,-80.1882
26725,WV,39.2482,-81.5026
26745,WV,40.0581,-80.793
26765,WV,40.4768,-80.6752
26785,WV,39.3832,-78.2113
26805,WV,37.9733,-81.3451
26825,WV,39.2079,-80.5438
26845,WV,39.4811,-80.3502
26865,WV,37.277,-81.3954
27006,NC,35.8946,-78.5201
27026,NC,35.1004,-80.9295
27046,NC,36.1123,-79.5961
27066,NC,36.0399,-79.0741
27086,NC,36.1368,-80.4917
27106,NC,35.2928,-79.1084
27126,NC,35.7768,-78.6468
27146,NC,33.9925,-77.9291
27166,NC,35.9453,-79.8563
27186,NC,35.7557,-82.5753
27206,NC,35.483,-77.3372
27226,NC,34.5103,-77.3144
27246,NC,35.6338,-80.7631
27266,NC,35.16,-81.1135
27286,NC,35.5285,-81.3513
27306,NC,35.8606,-75.5232
27326,NC,35.9586,-78.5146
27346,NC,34.9893,-80.8657
27366,NC,36.2085,-79.6049
27386,NC,35.9467,-78.7537
27406,NC,36.0351,-80.2621
27426,NC,35.1194,-78.6982
27446,NC,35.5768,-78.5844
27466,NC,34.1422,-78.1783
27486,NC,35.9187,-80.1204
27506,NC,35.8181,-82.5303
27526,NC,35.7599,-77.2226
27546,NC,34.5446,-77.2399
27566,NC,35.5267,-80.8021
27586,NC,35.4848,-81.1
27606,NC,35.9271,-81.5357
27626,NC,35.891,-75.5653
27647,NC,35.7124,-78.8006
27667,NC,35.2565,-81.0596
27687,NC,36.1773,-79.9396
27707,NC,36.2346,-79.0293
27727,NC,35.9067,-80.255
27747,NC,35.2723,-78.8383
27767,NC,36.0211,-78.9262
27787,NC,34.3482,-78.082
27807,NC,35.8821,-80.1216
27827,NC,35.6852,-82.6629
27847,NC,35.3944,-77.4438
27867,NC,34.7472,-77.417
27887,NC,35.2202,-80.4746
27907,NC,35.3513,-81.1709
27927,NC,35.6292,-81.2807
27947,NC,36.1082,-75.4022
27967,NC,35.934,-78.4178
27987,NC,35.0099,-80.6471
28007,NC,36.0515,-80.0019
28027,NC,36.193,-79.0044
28047,NC,36.3282,-80.4395
28067,NC,34.9407,-78.7799
28087,NC,35.7897,-78.5936
28107,NC,34.236,-77.8811
28127,NC,35.8523,-79.7705
28147,NC,35.6158,-82.7355
28167,NC,35.5361,-77.3945
28187,NC,34.8264,-77.5345
28207,NC,35.1903,-80.3936
28227,NC,35.1283,-80.9636
28247,NC,35.8054,-81.3854
28267,NC,35.8796,-75.5519
28288,NC,35.6928,-78.5915
28308,NC,35.3255,-80.6721
28328,NC,36.0452,-79.89
28348,NC,35.81,-78.7539
28368,NC,35.9358,-80.3642
28388,NC,35.0448,-78.643
28408,NC,35.9264,-79.0074
28428,NC,34.1523,-77.9667
28448,NC,35.7889,-79.7932
28468,NC,35.701,-82.6589
28488,NC,35.8493,-77.1967
28508,NC,34.8505,-77.3471
28528,NC,35.2355,-80.7105
28548,NC,35.0327,-81.279
28568,NC,35.5463,-81.461
28588,NC,35.8004,-75.5937
28608,NC,35.5469,-78.7297
28628,NC,35.149,-80.9066
28648,NC,36.0925,-79.9607
28668,NC,35.8948,-78.6884
28688,NC,36.0522,-80.2445
28708,NC,34.8754,-78.8994
28728,NC,35.7016,-79.029
28748,NC,34.3449,-77.7069
28768,NC,35.8713,-79.9026
28788,NC,35.5821,-82.6566
28808,NC,35.8347,-77.1261
28828,NC,34.791,-77.6068
28848,NC,35.4414,-80.3761
28868,NC,35.2332,-81.0927
28888,NC,35.8489,-81.1411
29001,SC,34.0173,-80.987
29019,SC,32.7017,-80.0388
29038,SC,32.997,-79.8674
29057,SC,32.8803,-79.7554
29076,SC,34.9347,-81.1513
29095,SC,34.7665,-82.3528
29114,SC,33.1799,-80.245
29133,SC,34.7486,-81.8262
29152,SC,32.3805,-80.9616
29170,SC,33.9765,-79.5683
29189,SC,33.6772,-78.9136
29208,SC,34.438,-82.637
29227,SC,33.6045,-81.7101
29246,SC,32.379,-80.788
29265,SC,34.0001,-81.0731
29284,SC,32.7465,-79.7156
29303,SC,32.8494,-79.7382
29321,SC,32.956,-80.0404
29340,SC,34.7385,-80.9195
29359,SC,34.6673,-82.2917
29378,SC,33.2001,-80.3666
29397,SC,34.8059,-81.9453
29416,SC,32.3395,-80.5306
29435,SC,34.1301,-79.5367
29454,SC,33.7399,-78.9324
29473,SC,34.3138,-82.6142
29491,SC,33.3305,-81.8929
29510,SC,32.3673,-80.4243
29529,SC,33.9023,-81.0418
29548,SC,32.9221,-80.11
29567,SC,32.8994,-80.2005
29586,SC,32.9912,-79.6681
29605,SC,34.7827,-80.8655
29624,SC,34.847,-82.5828
29642,SC,32.9428,-79.9904
29661,SC,34.9084,-81.8955
29680,SC,32.2492,-80.5525
29699,SC,34.3361,-79.775
29718,SC,33.7991,-78.8338
29737,SC,34.6344,-82.6477
29756,SC,33.5409,-81.7446
29775,SC,32.4061,-80.4866
29793,SC,33.9133,-80.8849
29812,SC,32.8588,-79.9763
29831,SC,32.721,-80.0271
29850,SC,32.8146,-79.6336
29869,SC,35.1199,-80.9071
29888,SC,34.9256,-82.211
29907,SC,33.1221,-80.1396
29926,SC,35.0977,-81.8283
30002,GA,33.5474,-84.4929
30022,GA,33.4156,-81.9171
30042,GA,32.3351,-84.805
30062,GA,31.9107,-81.1775
30082,GA,33.9907,-83.4512
30102,GA,32.9723,-83.6333
30123,GA,34.0308,-84.3622
30143,GA,31.4828,-84.3941
30163,GA,34.2515,-84.1959
30183,GA,32.8463,-83.7668
30203,GA,34.0018,-84.5188
30223,GA,33.95,-84.3588
30244,GA,30.9098,-83.2932
30264,GA,33.9023,-84.3408
30284,GA,34.7353,-84.779
30304,GA,34.3708,-85.0328
30324,GA,33.682,-84.4377
30344,GA,33.5086,-82.1275
30365,GA,32.4876,-85.2009
30385,GA,32.083,-80.959
30405,GA,33.8418,-83.1131
30425,GA,32.9309,-83.823
30445,GA,34.2609,-84.4146
30465,GA,31.7259,-84.2362
30486,GA,34.2484,-84.0711
30506,GA,32.4625,-83.6198
30526,GA,34.0754,-84.5214
30546,GA,33.7711,-84.6335
30566,GA,30.8196,-83.3
30586,GA,33.9371,-84.5066
30607,GA,34.6838,-84.9137
30627,GA,34.0883,-84.9194
30647,GA,33.8687,-84.4884
30667,GA,33.3917,-81.8107
30687,GA,32.4772,-84.8833
30708,GA,31.9808,-80.9333
30728,GA,33.8861,-83.2707
30748,GA,33.0806,-83.5905
30768,GA,34.1718,-84.2489
30788,GA,31.6725,-84.3924
30808,GA,34.0162,-83.9651
30829,GA,32.7545,-83.4863
30849,GA,34.1142,-84.1834
30869,GA,33.9944,-84.7147
30889,GA,30.8972,-83.2186
30909,GA,34.0546,-84.6905
30929,GA,34.8602,-85.2044
30950,GA,34.4811,-85.3598
30970,GA,33.5085,-84.4812
30990,GA,33.2992,-81.8795
31010,GA,32.4162,-84.8502
31030,GA,32.2912,-80.9048
31050,GA,34.0698,-83.5765
31071,GA,32.6597,-83.7787
31091,GA,33.9359,-84.2805
31111,GA,31.5912,-84.2488
31131,GA,33.8655,-83.9925
31151,GA,32.5342,-83.6973
31171,GA,34.2114,-84.1836
31192,GA,34.0243,-84.4533
31212,GA,30.8877,-83.4324
31232,GA,33.7573,-84.4854
31252,GA,34.6322,-84.7337
31272,GA,34.1558,-85.2702
31292,GA,33.6026,-84.2855
31313,GA,33.382,-82.0504
31333,GA,32.6779,-84.84
31353,GA,31.9676,-81.2803
31373,GA,34.0402,-83.4178
31393,GA,33.0808,-83.4732
31414,GA,34.2507,-84.2093
31434,GA,31.4737,-84.2619
31454,GA,34.136,-84.2754
31474,GA,32.5842,-83.7462
31494,GA,34.0649,-84.4431
31514,GA,33.9719,-84.3335
31535,GA,30.9308,-83.4599
31555,GA,33.9418,-84.471
31575,GA,34.641,-84.8853
31595,GA,34.2725,-85.0957
31615,GA,33.5252,-84.4313
31635,GA,33.5822,-82.1745
31656,GA,32.5964,-85.2351
31676,GA,32.1061,-80.8767
31696,GA,33.9054,-83.1401
31716,GA,33.0299,-83.6437
31736,GA,33.8731,-84.1296
31756,GA,31.4891,-84.0828
31777,GA,34.2329,-84.4039
31797,GA,32.6501,-83.6068
31817,GA,34.187,-84.0758
31837,GA,34.1592,-84.7125
31857,GA,31.0238,-83.4406
31877,GA,34.0938,-84.2658
31898,GA,34.7183,-84.9725
31918,GA,34.4753,-84.9336
31938,GA,33.962,-84.1996
31958,GA,33.2281,-81.9408
31978,GA,32.2647,-84.7462
32003,FL,30.6059,-84.3468
32023,FL,30.5558,-81.4135
32043,FL,25.7425,-80.3009
32063,FL,27.8915,-82.4435
32083,FL,28.7714,-81.2208
32103,FL,27.9182,-82.8211
32123,FL,25.7326,-80.2075
32143,FL,26.3095,-80.11
32163,FL,26.3642,-81.7766
32183,FL,27.4486,-80.4657
32203,FL,26.1444,-80.3377
32224,FL,29.8543,-82.5011
32244,FL,27.9346,-82.5769
32264,FL,30.2823,-87.2413
32284,FL,27.2612,-82.7674
32304,FL,25.9186,-81.7938
32324,FL,29.0787,-80.7755
32344,FL,27.972,-80.8246
32364,FL,29.4026,-81.9705
32384,FL,24.6301,-81.6343
32404,FL,30.2571,-84.3873
32424,FL,30.4971,-81.5577
32445,FL,25.5811,-80.089
32465,FL,27.9249,-82.7046
32485,FL,28.3279,-81.5012
32505,FL,27.9351,-82.6159
32525,FL,25.9712,-80.2642
32545,FL,25.928,-80.2432
32565,FL,26.4635,-82.1756
32585,FL,27.2329,-80.2113
32605,FL,25.9914,-80.4187
32625,FL,29.8542,-82.2764
32646,FL,27.7241,-82.7924
32666,FL,30.2923,-87.3951
32686,FL,27.301,-82.4733
32706,FL,26.0123,-81.8365
32726,FL,29.293,-81.23
32746,FL,28.2718,-80.8049
32766,FL,29.2002,-82.1364
32786,FL,24.7993,-81.7529
32806,FL,30.3835,-84.2956
32826,FL,30.4,-81.4152
32846,FL,25.6385,-80.4337
32867,FL,28.0949,-82.5348
32887,FL,28.6548,-81.3151
32907,FL,27.9034,-82.5227
32927,FL,25.7739,-80.5059
32947,FL,26.1454,-79.9805
32967,FL,26.4004,-81.8099
32987,FL,27.2553,-80.2605
33007,FL,26.0787,-80.0684
33027,FL,29.4332,-82.1867
33047,FL,27.9447,-82.9034
33067,FL,30.1932,-87.3672
33088,FL,27.1074,-82.314
33108,FL,26.1497,-81.5502
33128,FL,29.2323,-81.1461
33148,FL,28.1611,-80.7431
33168,FL,29.1157,-81.9997
33188,FL,24.738,-81.864
33208,FL,30.2505,-84.3467
33228,FL,30.5269,-81.534
33248,FL,25.959,-80.2485
33268,FL,28.1875,-82.4591
33289,FL,28.5371,-81.167
33309,FL,27.7772,-82.4897
33329,FL,25.9711,-80.4886
33349,FL,26.1736,-79.9761
33369,FL,26.5856,-82.0389
33389,FL,27.063,-80.2777
33409,FL,25.916,-80.1728
33429,FL,29.6147,-82.2299
33449,FL,27.8917,-83.0289
33469,FL,30.6063,-87.2906
33489,FL,27.5855,-82.6434
33510,FL,26.382,-81.5708
33530,FL,28.9983,-80.954
33550,FL,27.9662,-80.4382
33570,FL,29.2769,-81.9137
33590,FL,24.3765,-81.7262
33610,FL,30.579,-84.5133
33630,FL,30.1158,-81.5164
33650,FL,25.6949,-80.2504
33670,FL,27.9842,-82.4047
33690,FL,28.6278,-81.1548
33710,FL,27.7036,-82.5088
33731,FL,25.8946,-80.2634
33751,FL,26.0714,-80.0625
33771,FL,26.4377,-82.1428
33791,FL,27.3908,-80.3587
33811,FL,25.9563,-80.1933
33831,FL,29.5325,-82.4447
33851,FL,27.939,-82.5519
33871,FL,30.3141,-87.0087
33891,FL,27.332,-82.7194
33911,FL,26.3184,-81.8188
33932,FL,29.4101,-81.0502
33952,FL,27.8284,-80.4977
33972,FL,29.36,-82.2303
33992,FL,24.4788,-81.9975
34012,FL,30.4594,-84.085
34032,FL,30.5079,-81.5498
34052,FL,25.9754,-80.1229
34072,FL,28.0974,-82.4528
34092,FL,28.349,-81.5287
34112,FL,27.587,-82.4951
34132,FL,25.6207,-80.2511
34153,FL,26.0569,-79.9855
34173,FL,26.5887,-81.8935
34193,FL,27.0661,-80.4536
34213,FL,26.2626,-80.1147
34233,FL,29.6644,-82.1902
34253,FL,28.1276,-83.0132
34273,FL,30.6575,-87.1457
34293,FL,27.3114,-82.4406
34313,FL,26.0643,-81.6058
34333,FL,29.3509,-80.9529
34353,FL,27.8755,-80.3556
34374,FL,29.1535,-81.9347
34394,FL,24.3328,-81.9679
34414,FL,30.2648,-84.4484
34434,FL,30.2435,-81.551
34454,FL,25.6847,-79.9713
34474,FL,28.1481,-82.2842
34494,FL,28.4136,-81.3117
34514,FL,27.793,-82.8277
34534,FL,25.759,-80.2614
34554,FL,26.1237,-80.303
34575,FL,26.7837,-82.1224
34595,FL,27.3524,-80.2479
34615,FL,26.0654,-80.0528
34635,FL,29.6834,-82.1622
34655,FL,27.7301,-83.0274
34675,FL,30.492,-87.1785
34695,FL,27.412,-82.3972
34715,FL,26.1003,-81.7253
34735,FL,29.2098,-80.9592
34755,FL,27.9293,-80.3604
34775,FL,29.1787,-81.9878
34796,FL,24.6476,-81.8813
34816,FL,30.2248,-84.5007
34836,FL,30.302,-81.6636
34856,FL,25.6137,-80.1385
34876,FL,27.8569,-82.348
34896,FL,28.6554,-81.1988
34916,FL,28.0053,-82.8249
34936,FL,25.7929,-80.2473
34956,FL,26.032,-80.1541
34976,FL,26.4466,-82.0755
35004,AL,32.4489,-86.5452
35024,AL,33.4082,-86.9409
35044,AL,34.8486,-86.4978
35064,AL,30.8915,-88.2464
35084,AL,33.1708,-87.8043
35104,AL,33.2647,-86.8087
35124,AL,30.9865,-85.5411
35144,AL,32.6848,-85.4583
35164,AL,34.4661,-86.9387
35184,AL,34.854,-86.9951
35204,AL,34.9527,-87.5782
35224,AL,33.9344,-86.1789
35244,AL,33.6773,-86.8695
35264,AL,32.2604,-86.6613
35284,AL,32.6447,-84.9488
35304,AL,32.799,-85.2634
35324,AL,32.3973,-86.0711
35344,AL,33.46,-86.7765
35364,AL,34.8951,-86.5268
35384,AL,30.8763,-88.0012
35404,AL,33.3121,-87.7963
35424,AL,33.2693,-86.9167
35444,AL,31.0131,-85.5241
35464,AL,32.4104,-85.5918
35484,AL,34.6737,-87.0509
35504,AL,34.6344,-86.8935
35524,AL,34.6833,-87.459
35544,AL,34.0883,-85.952
35564,AL,33.2843,-86.6732
35584,AL,32.2957,-86.52
35604,AL,32.7158,-84.9307
35624,AL,32.6739,-85.286
35644,AL,32.5506,-86.1697
35664,AL,33.3852,-87.0364
35684,AL,34.6381,-86.7022
35704,AL,30.5509,-87.8184
35724,AL,33.398,-87.6619
35744,AL,33.4831,-86.8636
35764,AL,31.4305,-85.4111
35784,AL,32.4923,-85.6075
35804,AL,34.6366,-87.1019
35824,AL,34.7416,-86.5494
35844,AL,34.7495,-87.8176
35864,AL,34.2631,-86.0018
35884,AL,33.2442,-87.0142
35904,AL,32.2688,-86.396
35924,AL,32.617,-85.0396
35944,AL,32.4272,-85.4375
35964,AL,32.6273,-86.2931
35984,AL,33.7562,-86.6221
36004,AL,34.4861,-86.4757
36024,AL,30.7863,-88.0214
36044,AL,33.0932,-87.4987
36064,AL,33.2112,-86.844
36084,AL,31.2001,-85.1636
36104,AL,32.7978,-85.5991
36124,AL,34.6062,-87.144
36144,AL,34.9056,-86.563
36164,AL,34.699,-87.6078
36184,AL,34.0688,-86.1802
36204,AL,33.58,-86.7681
36224,AL,32.6033,-86.4445
36244,AL,32.2213,-85.0886
36264,AL,32.4051,-85.1638
36284,AL,32.5686,-86.1419
36304,AL,33.4245,-87.0235
36324,AL,34.9194,-86.3626
36344,AL,30.4882,-88.0469
36364,AL,32.9944,-87.4389
36384,AL,33.5383,-86.9972
36404,AL,31.2108,-85.3656
36424,AL,32.4924,-85.2946
36444,AL,34.5675,-87.1274
36464,AL,34.7189,-86.6333
36484,AL,34.6504,-87.7714
36504,AL,34.2619,-85.9317
36524,AL,33.4178,-86.779
36544,AL,32.2745,-86.5974
36564,AL,32.39,-84.9565
36584,AL,32.5105,-85.5182
36604,AL,32.1647,-86.2421
36624,AL,33.3852,-86.5998
36644,AL,34.9102,-86.8007
36664,AL,30.5644,-87.9554
36684,AL,33.0669,-87.753
36704,AL,33.6232,-86.7759
36724,AL,31.2095,-85.2482
36744,AL,32.7636,-85.6356
36764,AL,34.4044,-87.0178
36784,AL,34.6611,-86.7648
36804,AL,34.9143,-87.5906
36824,AL,34.2564,-86.2074
36844,AL,33.4,-86.8681
36864,AL,32.6448,-86.5854
36884,AL,32.3161,-85.0264
36904,AL,32.6063,-85.489
37010,TN,36.2823,-86.7501
37030,TN,35.0498,-90.1013
